342,1045,878,281,1189,795,280,1236,749,223,1196,846,224,1099,942,182,1166,917,113,1269,883,198,1316,751,238,1211,816,226,1110,929
2437,555,1229,2499,719,1003,2395,589,1237,2449,500,1272,2434,674,1113,2470,366,1385,2523,471,1227,2550,609,1062,2431,531,1259,2518,340,1363
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3252,284,1762,2993,340,1965,2867,791,1640,3202,249,1847,3525,270,1503,3497,356,1445,3545,298,1455,3418,193,1687,2871,361,2066,3059,305,1934
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1724,3007,1177,1917,2937,1090,1453,3488,1324,1370,3337,1173,1653,3205,1034,1361,3636,966,1988,3077,1305,2159,2567,1345,1662,3024,1257,1795,2979
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,1417,3293,493,1359,3624,823,1635,3018,695,1479,3302,732,1276,3468,649,1570,3257,731,1214,3531,786,1521,3169,417,1760,3299,810,1480,3186
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,2626,1366,1012,2549,1337,889,2529,1480,256,2911,1731,908,2875,1115,907,2617,1374,906,2633,1359,895,2510,1493,994,2551,1353,930,2619,1349
1347,1530,2782,1511,757,3391,1598,1466,2595,944,1085,3630,1092,1063,3504,1468,731,3460,1215,933,3511,718,846,4095,1164,686,3809,1146,1109,3404
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,1211,1367,859,1708,1776,737,2210,1396,846,2259,1238,936,2504,903,1174,2001,1168,845,1962,1536,688,2028,1627,558,2106,1679,1316,1655,1372
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,541,2172,839,729,2430,1189,514,2295,1241,705,2052,1042,619,2337,1160,641,2197,1092,662,2244,1059,702,2237,1302,460,2236,1059,652,2287
