0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,1898,1777,484,1891,1719,902,1885,1307,449,1933,1712,678,1735,1681,526,1861,1707,525,1947,1622,4094,0,0,600,1890,1604,588,2078,1428
2396,670,1807,2634,632,1607,2350,685,1838,2572,744,1557,2649,794,1430,2576,866,1431,2474,825,1574,2663,666,1544,2679,750,1444,2642,683,1548
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3714,454,1675,3768,347,1728,3673,430,1740,3631,483,1729,3935,356,1552,3571,442,1830,3645,386,1812,3843,457,1543,3586,470,1787,3766,454,1623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,2257,3230,1232,2125,3165,1561,1675,3286,1219,2110,3193,1488,2001,3033,1621,1714,3187,1125,1924,3473,1379,1941,3202,1297,2182,3043,1754,1662,3106
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,1840,3271,837,1920,3244,891,1497,3613,765,1619,3617,878,1616,3507,582,2082,3337,915,2114,2972,790,1545,3666,835,1752,3414,774,1967,3260
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,2884,1502,1200,2907,1362,1172,2579,1718,1145,2996,1328,1167,2842,1460,1264,2682,1523,1140,2881,1448,1295,2738,1436,1136,2754,1579,1171,2853,1445
1912,1651,3021,1099,2709,2776,851,2305,3428,1376,2688,2520,1343,2694,2547,1778,978,3828,1588,1249,3747,1488,1476,3620,1620,2411,2553,1305,1539,3740
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,2267,1966,939,2851,1196,2899,262,1825,753,2888,1345,904,2697,1385,801,2535,1650,1469,2357,1160,1712,1820,1454,646,3063,1277,1438,2168,1380
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,837,2643,1359,579,3257,1781,826,2588,1465,810,2920,1954,571,2670,1777,723,2695,1347,868,2980,1488,548,3159,1757,601,2837,1333,559,3303
